"","AcadYr","AcadTerm","DepartmentNameByCourseCode","Course number","CourseCode","SectionNumber","CourseTitle","ClassType","Instructor1Name","GradeACount","GradeBCount","GradeCCount","GradeDCount","GradeFCount","GradePCount","GradeNPCount","GradeWCount"
"4943","2011-12","Fall","Dance",142,2330,"A","MODERN II","STU","Naugle L.",25,7,0,0,0,1,0,0
"4944","2011-12","Fall","Dance",143,2350,"A","MODERN III","STU","Hall C.",15,6,1,0,1,0,0,0
"4945","2011-12","Fall","Dance",144,2361,"B","MODERN IV","STU","Livingston L.",29,3,0,0,0,0,0,1
"4946","2011-12","Fall","Dance",152,2370,"A","JAZZ II","STU","Wray S.",16,14,0,0,0,1,0,0
"4947","2011-12","Fall","Dance",152,2375,"A","JAZZ II","STU","Wray S.",12,8,0,0,0,3,0,0
"4948","2011-12","Fall","Dance",153,2390,"A","JAZZ III","STU","Wray S.",17,4,0,0,0,0,0,0
"4949","2011-12","Fall","Dance",154,2395,"A","JAZZ IV","STU","Wray S.",15,1,0,0,0,0,0,0
"4950","2011-12","Fall","Dance",172,2420,"A","MFA CONCERT","STU","Lynch M.",62,2,0,0,0,1,0,0
"4951","2011-12","Fall","Dance",176,2468,"A","JAZZ DANCE ENSEMBLE","STU","Wray S.",22,0,0,0,0,0,0,0
"4952","2011-12","Fall","Dance",179,2470,"A","UCI ETUDE ENSEMBLE","STU","Mckayle D.",19,0,0,0,0,0,0,0
"4953","2011-12","Fall","Dance",180,2483,"A","LABAN STUDIES","LEC","Livingston L.",19,1,0,0,0,0,0,1
"4954","2011-12","Fall","Dance",185,2485,"A","CRIT ISS IN DANCE","LEC","Fisher J.",16,4,1,0,0,0,0,0
"4955","2011-12","Fall","Dance",193,2495,"A","SELECT TOPICS DANCE","LEC","Gates J.",12,0,0,0,0,0,0,0
"4956","2011-12","Fall","Dance",193,2498,"A","BREAK DANCE","LEC","Knox J.",28,0,0,0,0,1,0,0
"4957","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",3,87551,"A","WANT TO BE A STAR?","SEM","Hill D.",12,0,0,0,0,0,0,0
"4958","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",3,87552,"A","PLANT NATURE WALKS","SEM","Hoffmann F.",8,4,0,0,0,2,0,0
"4959","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",3,87553,"A","SPANISH WORLDWIDE","SEM","Schwegler A.",16,0,0,0,0,0,0,0
"4960","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",3,87554,"A","RECREATIONAL MATH","SEM","Pantano A.",5,4,0,0,0,0,1,0
"4961","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",3,87555,"A","QUEST FOR LIFE","SEM","Trimble V.",6,4,1,1,0,0,0,0
"4962","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",3,87556,"A","CHEMISTRY AROUND US","SEM","Taagepera M.",12,0,0,0,0,0,0,0
"4963","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",3,87557,"A","THE ELEMENTS","SEM","Link R.",13,1,0,0,0,0,0,0
"4964","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",3,87558,"A","EDUCATE NOT MEDICAT","SEM","Bic Z.",14,0,0,0,0,0,0,0
"4965","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",3,87560,"A","EXTREME MAKEOVERS","SEM","Wong B.",13,0,0,0,0,0,0,0
"4966","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",3,87561,"A","POLITICS AND POWER","SEM","Schwab M.",11,0,0,0,0,0,0,0
"4967","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",3,87564,"A","CHEM HEALTH&DISEASE","SEM","Shaka A.",11,0,0,0,0,0,0,0
"4968","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",4,87600,"A","CRUISE NEWS IN BIO","SEM","Berkelhamer R.",13,2,0,0,0,0,0,0
"4969","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",4,87602,"A","INTRO TO IMMUNOLOGY","SEM","Agrawal A.",16,0,0,0,0,0,0,0
"4970","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",4,87603,"A","SEX RACE CRIME HIST","SEM","Block S.",11,2,0,0,0,0,0,0
"4971","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",6,87615,"6","GLOBAL LEADERSHIP","SEM","Levine G.",0,0,0,0,0,14,0,0
"4972","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",10,87625,"A","CIVIC & COMM ENGMNT","LEC","Hertz G.",17,4,1,0,1,0,0,0
"4973","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",13,87660,"A","ENVIRONMENT STU I","LEC","Bryant P.",32,19,3,2,1,0,1,0
"4974","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",15,87670,"A","CONSCIOUSNESS I","LEC","Fuller M.",28,41,8,0,0,0,0,0
"4975","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",16,87680,"A","HOW RACE IS MADE I","LEC","Montoya M.",17,55,15,1,1,0,0,0
"4976","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",17,87690,"A","WATER I","LEC","Cooper W.",19,56,2,0,0,1,0,0
"4977","2011-12","Fall","Div of Undergrad Educ (Univ Studies)",192,87725,"A","GRP PROJ DISC LDRS","SEM","Berkelhamer R.",27,0,0,0,0,0,0,0
"4978","2011-12","Fall","Drama",30,3010,"A","INTRO ACTING","STU","Bassham C.",13,6,0,1,0,0,0,0
"4979","2011-12","Fall","Drama",30,3012,"B","INTRO ACTING","STU","Bassham C.",6,10,0,1,0,2,0,0
"4980","2011-12","Fall","Drama",30,3014,"C","INTRO ACTING","STU","Bassham C.",6,11,3,0,0,0,0,0
"4981","2011-12","Fall","Drama",30,3016,"D","INTRO ACTING","STU","Bassham C.",3,12,0,1,0,2,0,0
"4982","2011-12","Fall","Drama",30,3020,"F","INTRO ACTING","STU","Bassham C.",8,8,1,0,0,0,0,0
"4983","2011-12","Fall","Drama",30,3022,"G","INTRO ACTING","STU","Bassham C.",4,5,7,0,1,0,1,0
"4984","2011-12","Fall","Drama",34,3030,"A","MOVEMENT FOR ACTORS","STU","Loui A.",4,4,2,0,0,0,0,0
"4985","2011-12","Fall","Drama",40,3050,"A","DEVELOPMNT OF DRAMA","LEC","Kubiak A.",11,5,2,0,0,0,0,0
"4986","2011-12","Fall","Drama",40,3052,"B","DEVELOPMNT OF DRAMA","LEC","Kubiak A.",9,7,2,0,0,0,0,0
"4987","2011-12","Fall","Drama",40,3054,"C","DEVELOPMNT OF DRAMA","LEC","Kubiak A.",10,6,1,0,0,0,0,0
"4988","2011-12","Fall","Drama",40,3056,"D","DEVELOPMNT OF DRAMA","LEC","Kubiak A.",3,9,0,0,0,0,0,1
"4989","2011-12","Fall","Drama",40,3058,"E","DEVELOPMNT OF DRAMA","LEC","Kubiak A.",4,3,3,2,1,0,0,1
"4990","2011-12","Fall","Drama",40,3060,"F","DEVELOPMNT OF DRAMA","LEC","Kubiak A.",14,4,0,0,0,0,0,0
"4991","2011-12","Fall","Drama",50,3070,"A","COSTUME DESIGN","STU","Yaji S.",14,4,0,0,0,0,0,0
"4992","2011-12","Fall","Drama",50,3072,"A","SCENIC DESIGN","STU","Faulkner C.",10,4,1,0,0,0,0,0
"4993","2011-12","Fall","Drama",50,3074,"A","LIGHTING DESIGN","STU","Smith J.",13,7,0,0,0,0,0,0
"4994","2011-12","Fall","Drama",50,3076,"A","INTRO SOUND DESIGN","STU","Olivieri V.",7,3,0,2,0,0,0,0
"4995","2011-12","Fall","Drama",50,3080,"A","INTRO TO STAGE MGMT","STU","Hill D.",26,0,0,0,0,0,0,0
"4996","2011-12","Fall","Drama",65,3087,"A","MUSIC TH WRKSHP I","LAB","Castellano D.",8,2,0,0,0,0,0,0
"4997","2011-12","Fall","Drama",65,3088,"B","MUSIC TH WRKSHP I","LAB","Castellano D.",8,2,0,0,0,0,0,0
"4998","2011-12","Fall","Drama",83,3092,"A","DIRECTRL TECHNIQUES","STU","Fowler K.",11,2,0,0,0,0,0,0
"4999","2011-12","Fall","Drama",101,3105,"A","COSTUME PRODUCTION","STU","Bangs R.",21,1,0,0,0,0,0,0
"5000","2011-12","Fall","Drama",101,3110,"A","SCENIC PRODUCTION","STU","Bangs R.",23,0,0,0,0,1,0,0
"5001","2011-12","Fall","Drama",101,3115,"A","LIGHTING PRODUCTION","STU","Bangs R.",33,0,0,0,0,0,0,1
"5002","2011-12","Fall","Drama",101,3120,"A","STAGE MANAGEMENT","STU","Hill D.",13,0,0,0,0,0,0,0
"5003","2011-12","Fall","Drama",101,3125,"A","AUDIO PRODUCTION","STU","Bangs R.",11,0,0,0,0,0,0,0
"5004","2011-12","Fall","Drama",101,3126,"A","THEATRE MANAGEMENT","STU","Hill D.",10,0,0,0,0,0,0,0
"5005","2011-12","Fall","Drama",120,3140,"A","DEVEL OF THEATRE","LEC","Kubiak A.",88,26,2,0,3,0,0,0
"5006","2011-12","Fall","Drama",126,3142,"A","AF AM DRAMA FILM","LEC","Wilderson F.",22,0,0,0,0,0,0,0
"5007","2011-12","Fall","Drama",130,3149,"B","INTERMEDIATE ACTING","STU","Bassham C.",10,6,0,0,0,1,0,1
"5008","2011-12","Fall","Drama",135,3155,"A","ACTING PROJECTS","STU","Hill D.",18,0,0,0,0,0,0,0
"5009","2011-12","Fall","Drama",142,3170,"A","MUSIC TH WRKSHP II","STU","Castellano D.",12,24,0,0,0,0,0,0
"5010","2011-12","Fall","Drama",143,3195,"A","MUSIC TH WRKSHP III","STU","Castellano D.",14,8,0,0,0,0,0,0
"5011","2011-12","Fall","Drama",144,3200,"A","MUSIC TH WRKSHP IV","STU","Castellano D.",10,0,0,0,0,0,0,0
"5012","2011-12","Fall","Drama",145,3205,"A","MUSIC THEATR SINGNG","STU","Busby D.",17,12,1,0,0,0,0,0
"5013","2011-12","Fall","Drama",147,3208,"A","MUSIC THEATRE DANCE","STU","Solimando D.",14,10,1,0,0,0,0,0
"5014","2011-12","Fall","Drama",148,3210,"A","HIST AMERICN MUS TH","LEC","Castellano D.",63,44,15,2,1,0,0,0
"5015","2011-12","Fall","Drama",149,3215,"A","MUSIC PROFICIENCY","TUT","Busby D.",7,4,0,0,0,0,0,0
"5016","2011-12","Fall","Drama",180,3255,"A","PERFORMANCE THEORY","LEC","Reynolds B.",15,2,1,0,0,0,0,0
"5017","2011-12","Fall","Drama",184,3260,"A","DIRECTING","STU","Fowler K.",3,13,0,0,0,0,0,0
"5018","2011-12","Fall","Drama",198,3270,"A","DRAMA WORKSHOP","STU","Fowler K.",2,0,0,0,0,23,0,0
"5019","2011-12","Fall","Earth System Science",1,42000,"A","PHYS ENVIRONMENT","LEC","Dupont T.",33,101,74,28,7,9,3,0
"5020","2011-12","Fall","Earth System Science",7,42020,"A","PHYSICAL GEOLOGY","LEC","Johnson K.",29,34,17,7,2,7,0,0
"5021","2011-12","Fall","Earth System Science",51,42040,"A","LAND INTERACTIONS","LEC","Goulden M.",19,38,18,2,0,0,0,0
"5022","2011-12","Fall","Earth System Science",60,42060,"A","EARTH & ENV STUDIES","LEC","Rignot E.",21,14,3,0,0,0,0,0
"5023","2011-12","Fall","Earth System Science",112,42100,"A","GLOBAL CLIMATE CHNG","LEC","Prather M.",17,2,1,0,0,0,0,0
"5024","2011-12","Fall","Earth System Science",116,42110,"A","DATA ANALYSIS","LEC","Velicogna I.",36,8,3,2,0,0,0,0
"5025","2011-12","Fall","Earth System Science",168,42120,"A","PHYSIOL PLANT ECOL","LEC","Pataki D.",12,10,4,0,0,0,0,0
"5026","2011-12","Fall","Earth System Science",191,42190,"A","ESS RESEARCH TOPICS","LEC","Pataki D.",0,0,0,0,0,47,2,0
"5027","2011-12","Fall","East Asian Studies",110,23010,"A","LOVE IN THE MAY-4TH","LEC","Hu Y.",6,15,5,2,0,0,1,0
"5028","2011-12","Fall","East Asian Studies",116,23055,"A","JAPANESE GHOSTS","LEC","Klein S.",20,43,5,0,0,0,0,0
"5029","2011-12","Fall","East Asian Studies",120,23056,"A","PREMOD IN MOD LIT","LEC","Harrison L.",5,6,7,3,0,1,0,0
"5030","2011-12","Fall","East Asian Studies",130,23057,"A","KOREAN SOC & CULTRE","LEC","Choi C.",5,26,3,0,0,0,0,0
"5031","2011-12","Fall","East Asian Studies",140,23058,"A","KPOP MUSIC/ISSUES","LEC","Lee D.",51,0,0,0,0,0,0,0
"5032","2011-12","Fall","East Asian Studies",150,23059,"A","MSTRWRKS EARLY CHNA","LEC","Berthel K.",16,13,2,2,0,1,0,0
"5033","2011-12","Fall","East Asian Studies",150,23060,"B","MENACINGLY MASCULIN","LEC","Suh S.",10,29,4,0,0,1,0,0
"5034","2011-12","Fall","East Asian Studies",190,23080,"A","KOREA URBAN/RURAL","COL","Kim K.",9,12,2,0,0,0,0,0
"5035","2011-12","Fall","Economics",1,62000,"A","INTRO TO ECONOMICS","LEC","Bresnock A.",28,63,55,26,4,4,2,0
"5036","2011-12","Fall","Economics",13,62020,"A","GLOBAL ECONOMY","LEC","Sarraf G.",66,143,75,16,5,5,1,1
"5037","2011-12","Fall","Economics",15,62040,"A","PROB & STATS ECON I","LEC","Shirey P.",73,67,38,7,1,0,1,2
"5038","2011-12","Fall","Economics",15,62060,"A","PROB &STATS ECON II","LEC","Chernyshoff N.",31,49,33,4,6,0,0,0
"5039","2011-12","Fall","Economics",17,62070,"A","ECON APPR TO RELIG","LEC","Mcbride M.",16,29,13,4,0,0,0,0
"5040","2011-12","Fall","Economics",20,62080,"A","BASIC ECONOMICS","LEC","Glazer A.",122,198,69,5,0,3,1,0
"5041","2011-12","Fall","Economics",20,62100,"B","BASIC ECONOMICS","LEC","Rodriguez Lopez J.",154,73,9,0,0,1,0,0
"5042","2011-12","Fall","Economics",20,62130,"A","BASIC ECONOMICS II","LEC","Ouyang M.",45,88,32,4,0,0,0,0
"5043","2011-12","Fall","Economics",25,62150,"A","ECON ACCTG DECS","LEC","Mari R.",12,25,34,23,15,0,1,0
"5044","2011-12","Fall","Economics",100,62170,"A","INTER ECONOMICS I","LEC","El Hag S.",14,48,53,10,5,0,0,0
"5045","2011-12","Fall","Economics",100,62190,"B","INTER ECONOMICS I","LEC","Jennings L.",99,135,26,4,2,0,0,2
"5046","2011-12","Fall","Economics",100,62200,"A","INTER ECONOMICS III","LEC","Rocheteau G.",59,75,23,6,3,0,0,0
"5047","2011-12","Fall","Economics",105,62210,"A","INTERMED ECON I","LEC","Chen J.",8,13,2,2,0,0,0,0
"5048","2011-12","Fall","Economics",122,62250,"A","APPLD ECONMETRIC I","LEC","Rodriguez Lopez J.",105,110,15,0,4,0,2,0
"5049","2011-12","Fall","Economics",122,62260,"A","APPLD ECONMETRIC II","LEC","Rodriguez Lopez J.",64,67,10,0,1,0,0,0
"5050","2011-12","Fall","Economics",123,62270,"A","ECONOMETRICS I","LEC","Poirier D.",3,14,11,0,0,0,0,0
"5051","2011-12","Fall","Economics",125,62280,"A","BUS FORECASTING","LEC","Jeliazkov I.",18,13,10,3,3,1,1,0
"5052","2011-12","Fall","Economics",134,62300,"A","CORPORATE FINANCE","LEC","Sohrabian A.",10,28,54,12,7,1,0,0
"5053","2011-12","Fall","Economics",145,62330,"A","ECONOMICS OF LAW","LEC","Jennings L.",29,15,5,0,2,0,1,0
"5054","2011-12","Fall","Economics",147,62340,"A","CORP GOVERNANCE","LEC","Glazer A.",23,23,9,2,1,0,0,0
"5055","2011-12","Fall","Economics",149,62350,"A","BUSINESS DECISIONS","LEC","Butts C.",109,174,47,6,4,0,2,0
"5056","2011-12","Fall","Economics",149,62370,"B","EXPERIMENTAL ECON","LEC","Mcbride M.",9,12,4,0,2,0,0,0
"5057","2011-12","Fall","Economics",149,62380,"A","FIN MRKT & MACECON","LEC","Milani F.",18,6,1,0,0,0,0,0
"5058","2011-12","Fall","Economics",152,62410,"A","ECONOMIC ANTHRO","LEC","Mastnak J.",62,40,14,5,3,1,1,1
"5059","2011-12","Fall","Economics",161,62420,"A","MONEY & BANKING","LEC","Garfinkel M.",45,57,54,28,2,2,0,0
"5060","2011-12","Fall","Economics",161,62430,"A","INTERNATIONAL MONEY","LEC","Sohrabian A.",14,33,27,6,1,0,1,0
"5061","2011-12","Fall","Economics",169,62440,"A","ECON OF INTL BUS","LEC","Aggarwal N.",130,105,27,1,0,0,0,0
"5062","2011-12","Fall","Economics",190,62450,"A","ECON HONOR COLLOQ I","LEC","Milani F.",9,3,0,0,0,0,0,0
"5063","2011-12","Fall","Education",50,12000,"A","ISSUES IN K-12 EDUC","LEC","Stone J.",68,6,2,0,0,1,0,0
"5064","2011-12","Fall","Education",50,12003,"B","ISSUES IN K-12 EDUC","LEC","Domina T.",25,23,9,1,0,0,0,2
"5065","2011-12","Fall","Education",50,12005,"C","ISSUES IN K-12 EDUC","LEC","Goodridge S.",4,56,1,1,1,0,1,1
"5066","2011-12","Fall","Education",55,12010,"A","KNOW LRN MATH&SCI","LEC","Martinez M.",10,13,1,0,0,0,0,0
"5067","2011-12","Fall","Education",100,12020,"A","ED STRAT TUTOR&AID","LAB","Tift T.",0,0,0,0,0,32,0,0
"5068","2011-12","Fall","Education",104,12030,"A","TEACHING FINE ARTS","LEC","Brouillette L.",36,2,0,0,1,0,0,0
"5069","2011-12","Fall","Education",106,12040,"A","INTR EARLY CHILD ED","LEC","Collins P.",15,9,9,1,2,1,0,0
"5070","2011-12","Fall","Education",107,12050,"A","CHILD DEV IN EDUC","LEC","Reich S.",10,23,14,2,1,3,0,0
"5071","2011-12","Fall","Education",107,12052,"B","CHILD DEV IN EDUC","LEC","Reich S.",13,26,8,6,2,0,0,0
"5072","2011-12","Fall","Education",108,12070,"A","ADOLESCENT DEV EDUC","LEC","Conley A.",13,29,13,4,1,0,0,0
"5073","2011-12","Fall","Education",108,12072,"B","ADOLESCENT DEV EDUC","LEC","Jung M.",30,17,3,0,0,0,0,1
"5074","2011-12","Fall","Education",122,12075,"A","ELEM SCH MATH I","LEC","Henry V.",11,4,0,0,0,0,0,0
"5075","2011-12","Fall","Education",124,12080,"A","MULTICULTRL ED K-12","LEC","Hansen L.",65,15,5,0,1,0,0,0
"5076","2011-12","Fall","Education",124,12081,"B","MULTICULTRL ED K-12","LEC","Hansen L.",31,15,1,0,0,0,0,0
"5077","2011-12","Fall","Education",125,12085,"A","CHILD SCHOOL CINEMA","LEC","Jenkins J.",16,11,0,0,0,0,0,0
"5078","2011-12","Fall","Education",125,12086,"B","CHILD SCHOOL CINEMA","LEC","Jenkins J.",23,19,0,0,0,3,0,0
"5079","2011-12","Fall","Education",131,12100,"A","EDUC TECHNOLOGY","LEC","Velastegui J.",19,4,1,0,0,0,1,0
"5080","2011-12","Fall","Education",134,12105,"A","TEACHING ENGL INTL","LEC","Warschauer M.",23,16,2,0,0,0,0,0
"5081","2011-12","Fall","Education",138,12115,"A","CHILD LIT IN ELEM","LEC","Stone J.",44,2,2,0,2,0,0,0
"5082","2011-12","Fall","Education",141,12120,"A","JUMPSTART PRE K ED","LEC","Mann V.",22,0,0,0,0,0,0,0
"5083","2011-12","Fall","Education",150,12142,"A","CHANGING HIGH SCHL","LEC","Goodridge S.",3,14,1,1,0,0,0,1
"5084","2011-12","Fall","Education",151,12145,"A","LANGUAGE & LITERACY","LEC","Collins P.",13,7,2,0,0,0,0,0
"5085","2011-12","Fall","Education",160,12156,"B","OUT OF SCHL LEARNG","LEC","Farkas G.",10,5,0,1,0,0,0,0
"5086","2011-12","Fall","Education",173,12174,"A","COGN & LEARN ED SET","LEC","Schneider S.",8,18,4,0,0,0,0,0
"5087","2011-12","Fall","Education",173,12175,"B","COGN & LEARN ED SET","LEC","Martinez M.",30,5,0,0,0,0,0,0
"5088","2011-12","Fall","Education",173,12176,"C","COGN & LEARN ED SET","LEC","Graham J.",23,0,0,0,0,0,0,0
"5089","2011-12","Fall","Education",175,12180,"A","FOUNDATIONS OF EDUC","LEC","Domina T.",14,10,2,0,0,1,0,0
"5090","2011-12","Fall","Education",179,12190,"A","ADVANCED COMP TEACH","LEC","Goodridge S.",8,9,0,0,0,0,0,1
"5091","2011-12","Fall","Education",198,12226,"Q","DIR RESRCH IN EDUC","SEM","Martinez M.",39,0,0,0,0,3,0,0
"5092","2011-12","Fall","Education",199,12244,"B","INDIVIDUAL STUDY","TUT","Tift T.",16,0,0,0,0,0,0,0
"5093","2011-12","Fall","Education",199,12250,"H","INDIVIDUAL STUDY","TUT","Stone J.",12,0,0,0,0,0,0,0
"5094","2011-12","Fall","Electrical Engineering and Computer Science",10,18010,"A","COMP METHODS IN ECE","LEC","Sheu C.",76,74,57,6,10,1,0,1
"5095","2011-12","Fall","Electrical Engineering and Computer Science",12,18040,"A","INTRO PROGRAMMING","LEC","Lin K.",38,79,64,33,23,0,1,0
"5096","2011-12","Fall","Electrical Engineering and Computer Science",22,18056,"A","ADV C PROGRAMMING","LEC","Doemer R.",13,4,2,0,0,0,0,0
"5097","2011-12","Fall","Electrical Engineering and Computer Science",31,18060,"A","INTRO DIGITAL SYST","LEC","Gajski D.",15,29,30,23,9,0,0,0
"5098","2011-12","Fall","Electrical Engineering and Computer Science",114,18070,"A","ENGR DATA STR & ALG","LEC","Demsky B.",8,7,1,1,0,0,0,0
"5099","2011-12","Fall","Electrical Engineering and Computer Science",118,18090,"A","KNOW ENGR & SW ENGR","LEC","Sheu C.",12,10,3,0,0,0,0,0
"5100","2011-12","Fall","Electrical Engineering and Computer Science",141,18170,"A","COMMUNCTN SYSTMS I","LEC","Eltawil A.",10,8,1,0,0,0,0,0
"5101","2011-12","Fall","Electrical Engineering and Computer Science",145,18180,"A","ELECTRCL ENGR ANLYS","LEC","Lee C.",41,28,21,8,2,0,0,1
"5102","2011-12","Fall","Electrical Engineering and Computer Science",152,18190,"A","DIGITAL SIGNAL PROC","LEC","Jafarkhani H.",9,5,5,1,2,0,0,0
"5103","2011-12","Fall","Electrical Engineering and Computer Science",160,18200,"A","INTRO CONTROL SYSTM","LEC","Smedley K.",11,20,16,4,0,0,0,1
"5104","2011-12","Fall","Electrical Engineering and Computer Science",170,18220,"A","ELECTRONICS I","LEC","Burke P.",33,23,20,5,2,0,0,1
"5105","2011-12","Fall","Electrical Engineering and Computer Science",170,18231,"A1","ELECTRONICS I LAB","LAB","Burke P.",15,4,1,1,0,0,0,1
"5106","2011-12","Fall","Electrical Engineering and Computer Science",170,18232,"A2","ELECTRONICS I LAB","LAB","Burke P.",11,6,1,0,0,0,0,0
"5107","2011-12","Fall","Electrical Engineering and Computer Science",170,18233,"A3","ELECTRONICS I LAB","LAB","Burke P.",10,3,4,0,2,0,0,0
"5108","2011-12","Fall","Electrical Engineering and Computer Science",170,18234,"A4","ELECTRONICS I LAB","LAB","Burke P.",8,2,2,0,0,0,0,0
"5109","2011-12","Fall","Electrical Engineering and Computer Science",170,18240,"A","INT ELECTRN CKT DES","LEC","Eltawil A.",15,55,13,1,1,0,0,1
"5110","2011-12","Fall","Electrical Engineering and Computer Science",179,18250,"A","MEMS","LEC","Bachman M.",26,22,8,0,1,0,0,1
"5111","2011-12","Fall","Electrical Engineering and Computer Science",180,18260,"A","ENGR ELECTROMAGNETC","LEC","Wickramasinghe H.",66,12,1,0,0,0,0,0
"5112","2011-12","Fall","Electrical Engineering and Computer Science",199,18354,"BB","INDIVIDUAL STUDY","TUT","Li G.",22,4,0,0,0,0,0,0
"5113","2011-12","Fall","Engineering",1,13010,"A","FRESHMN SEM IN ENGR","SEM","Larue J.",0,0,0,0,0,69,4,0
"5114","2011-12","Fall","Engineering",30,13030,"A","STATICS","LEC","Sun L.",3,1,6,2,0,0,1,0
"5115","2011-12","Fall","Engineering",93,13075,"A","PUB & PROF SERVICE","ACT","Jeffers R.",0,0,0,0,0,19,0,0
"5116","2011-12","Fall","Engineering",190,13500,"A","COMM IN PROF WORLD","LEC","Stupar J.",9,13,0,0,0,2,0,0
"5117","2011-12","Fall","Engineering",190,13510,"B","COMM IN PROF WORLD","LEC","Stupar J.",4,14,0,0,0,4,0,0
"5118","2011-12","Fall","Engineering",190,13520,"C","COMM IN PROF WORLD","LEC","Stupar J.",10,12,0,0,0,0,0,0
"5119","2011-12","Fall","Engineering",190,13530,"D","COMM IN PROF WORLD","LEC","Foresta J.",22,4,0,0,0,0,0,0
"5120","2011-12","Fall","Engineering",190,13540,"E","COMM IN PROF WORLD","LEC","Bach S.",10,11,0,0,0,2,0,0
"5121","2011-12","Fall","English",28,24020,"A","POETIC IMAGINATION","LEC","Lazo R.",8,7,2,0,0,0,0,0
"5122","2011-12","Fall","English",28,24021,"B","POETIC IMAGINATION","LEC","Lazo R.",14,6,3,0,1,0,0,1
"5123","2011-12","Fall","English",28,24023,"D","POETIC IMAGINATION","LEC","Lazo R.",6,10,4,0,0,0,0,0
"5124","2011-12","Fall","English",28,24024,"E","POETIC IMAGINATION","LEC","Lazo R.",9,11,0,0,0,0,0,0
"5125","2011-12","Fall","English",28,24025,"F","POETIC IMAGINATION","LEC","Lazo R.",10,5,1,0,0,0,0,0
"5126","2011-12","Fall","English",28,24026,"G","POETIC IMAGINATION","LEC","Lazo R.",6,16,1,0,1,0,0,0
"5127","2011-12","Fall","English",28,24027,"H","POETIC IMAGINATION","LEC","Lazo R.",5,17,2,0,0,0,0,0
"5128","2011-12","Fall","English",28,24028,"I","POETIC IMAGINATION","LEC","Lazo R.",5,12,1,0,1,0,0,0
"5129","2011-12","Fall","English",28,24029,"J","POETIC IMAGINATION","LEC","Lazo R.",12,7,0,0,0,2,0,0
"5130","2011-12","Fall","English",28,24040,"A","REALISM & ROMANCE","LEC","Lazo R.",6,15,0,0,0,0,0,1
"5131","2011-12","Fall","English",28,24041,"B","REALISM & ROMANCE","LEC","Lazo R.",5,11,7,0,0,0,0,0
"5132","2011-12","Fall","English",28,24042,"C","REALISM & ROMANCE","LEC","Lazo R.",11,8,0,0,0,0,0,1
"5133","2011-12","Fall","English",28,24050,"A","CRAFT OF POETRY","LEC","Davis S.",7,10,1,1,0,0,0,0
"5134","2011-12","Fall","English",28,24052,"B","CRAFT OF POETRY","LEC","Davis S.",6,7,2,2,0,0,1,0
"5135","2011-12","Fall","English",100,24100,"A","HIST THEORY & CRIT","LEC","Silver V.",37,51,17,0,0,0,0,1
"5136","2011-12","Fall","English",101,24110,"A","RDG RENAISS UTOPIAS","SEM","Kiene J.",8,9,0,0,0,0,0,0
"5137","2011-12","Fall","English",101,24114,"C","MELODRAMA","SEM","Bartlett J.",9,5,0,0,1,0,0,0
"5138","2011-12","Fall","English",101,24116,"D","MACHIAVELLI&REN LIT","SEM","Kiene J.",10,10,0,1,0,0,0,0
"5139","2011-12","Fall","English",101,24118,"E","WRITING MUSIC","SEM","Szalay M.",3,8,1,0,0,0,0,0
"5140","2011-12","Fall","English",102,24120,"A","THE NOVEL RENAISS","LEC","Helfer R.",25,21,2,1,1,0,0,0
"5141","2011-12","Fall","English",102,24122,"A","RESTORAT&REVOLUTION","LEC","Van Sant A.",9,27,8,0,0,0,0,0
"5142","2011-12","Fall","English",102,24126,"A","ROMANTICS &VICTORNS","LEC","Henderson A.",36,29,2,0,0,0,0,0
"5143","2011-12","Fall","English",102,24128,"B","19C CHARACTERS","LEC","Bartlett J.",26,7,0,0,0,0,0,0
"5144","2011-12","Fall","English",102,24129,"A","20C BRIT PARTITION","LEC","O'Connor L.",8,41,3,1,1,0,0,0
"5145","2011-12","Fall","English",103,24136,"B","COMPUTER GAMES","LEC","Krapp P.",10,17,5,5,0,0,1,0
"5146","2011-12","Fall","English",103,24138,"C","COVERING REVOLUTION","LEC","Wilentz A.",3,8,1,0,0,0,0,0
"5147","2011-12","Fall","English",105,24154,"A","AFRICAN LIT","LEC","Thiong'O N.",20,27,16,2,7,0,0,0
