"","AcadYr","AcadTerm","DepartmentNameByCourseCode","Course number","CourseCode","SectionNumber","CourseTitle","ClassType","Instructor1Name","GradeACount","GradeBCount","GradeCCount","GradeDCount","GradeFCount","GradePCount","GradeNPCount","GradeWCount"
"12733","2012-13","Spring","Mathematics",2,44120,"C","CALCULUS","LEC","He Q.",2,5,9,3,0,0,0,0
"12734","2012-13","Spring","Mathematics",2,44130,"D","CALCULUS","LEC","Xin J.",10,41,67,45,37,0,1,0
"12735","2012-13","Spring","Mathematics",2,44150,"E","CALCULUS","LEC","Famiglietti C.",24,78,66,25,29,1,1,2
"12736","2012-13","Spring","Mathematics",2,44160,"F","CALCULUS","LEC","Vandenberg-Rodes.",18,23,40,14,13,0,1,2
"12737","2012-13","Spring","Mathematics",2,44170,"G","CALCULUS","LEC","Famiglietti C.",28,71,48,35,27,1,3,1
"12738","2012-13","Spring","Mathematics",2,44175,"H","CALCULUS","LEC","Margulies C.",7,24,27,20,8,0,0,1
"12739","2012-13","Spring","Mathematics",2,44185,"I","CALCULUS","LEC","Kronewetter J.",12,27,27,31,20,0,0,1
"12740","2012-13","Spring","Mathematics",2,44190,"J","CALCULUS","LEC","Komarova N.",1,6,4,4,5,0,0,1
"12741","2012-13","Spring","Mathematics",2,44200,"A","MULTIVAR CALCULUS","LEC","Terng C.",51,75,67,30,15,0,1,1
"12742","2012-13","Spring","Mathematics",2,44220,"B","MULTIVAR CALCULUS","LEC","Enciso Ruiz G.",25,26,30,16,18,0,3,1
"12743","2012-13","Spring","Mathematics",2,44260,"A","MULTIVAR CALCULUS","LEC","Xu G.",17,30,47,13,13,0,0,0
"12744","2012-13","Spring","Mathematics",2,44270,"B","MULTIVAR CALCULUS","LEC","Cranston M.",31,52,25,5,4,0,1,0
"12745","2012-13","Spring","Mathematics",2,44320,"B","INF SERS LIN ALG","LEC","Wilson T.",20,41,36,14,9,0,0,0
"12746","2012-13","Spring","Mathematics",3,44340,"A","INTRO LINEAR ALGBRA","LEC","Yu Y.",23,35,32,14,8,2,2,1
"12747","2012-13","Spring","Mathematics",3,44350,"B","INTRO LINEAR ALGBRA","LEC","Figotin A.",14,18,17,14,6,0,0,0
"12748","2012-13","Spring","Mathematics",3,44355,"C","INTRO LINEAR ALGBRA","LEC","Terng C.",18,18,14,10,10,0,0,0
"12749","2012-13","Spring","Mathematics",3,44360,"A","ELEM DIFF EQUATIONS","LEC","Donaldson N.",17,22,17,4,8,0,0,0
"12750","2012-13","Spring","Mathematics",3,44370,"B","ELEM DIFF EQUATIONS","LEC","Donaldson N.",17,20,22,10,5,0,1,0
"12751","2012-13","Spring","Mathematics",3,44380,"C","ELEM DIFF EQUATIONS","LEC","Cranston M.",19,35,34,0,3,0,0,2
"12752","2012-13","Spring","Mathematics",4,44400,"A","MATH FOR ECONOMISTS","LEC","Kronewetter J.",30,48,28,7,7,0,0,0
"12753","2012-13","Spring","Mathematics",4,44410,"B","MATH FOR ECONOMISTS","LEC","Kronewetter J.",43,44,23,6,2,0,0,0
"12754","2012-13","Spring","Mathematics",6,44550,"A","LINEAR ALGEBRA","LEC","Duong S.",21,27,37,9,8,0,2,0
"12755","2012-13","Spring","Mathematics",8,44650,"A","FUNCTIONS &MODELING","LEC","Huber K.",27,13,4,0,0,0,0,0
"12756","2012-13","Spring","Mathematics",13,44660,"A","INTRO ABSTRACT MATH","LEC","Donaldson N.",15,14,10,9,8,1,1,0
"12757","2012-13","Spring","Mathematics",77,44680,"A","GAME SIMULATN&ANLYS","LEC","Eichhorn S.",17,1,1,0,0,0,0,0
"12758","2012-13","Spring","Mathematics",112,44720,"A","INT PARTIAL DIF EQU","LEC","Schechter M.",6,9,3,0,0,0,0,0
"12759","2012-13","Spring","Mathematics",115,44740,"A","MATH MODELING","LEC","Wan F.",15,19,2,1,1,0,0,0
"12760","2012-13","Spring","Mathematics",119,44750,"A","BNDRY VALUE PRBLMS","LEC","Chen L.",2,7,1,0,0,0,0,0
"12761","2012-13","Spring","Mathematics",120,44810,"A","INTRO RINGS/FIELDS","LEC","Pantano A.",8,17,10,7,3,0,0,0
"12762","2012-13","Spring","Mathematics",121,44840,"A","LINEAR ALGEBRA","LEC","Wang Q.",16,19,8,4,3,0,0,0
"12763","2012-13","Spring","Mathematics",121,44850,"A","LINEAR ALGEBRA","LEC","Xiao L.",10,12,9,0,3,0,0,1
"12764","2012-13","Spring","Mathematics",140,44900,"A","ELEMENTARY ANALYSIS","LEC","Zheng L.",8,12,12,0,3,0,0,1
"12765","2012-13","Spring","Mathematics",140,44960,"A","ANALY SEV VARIABLES","LEC","Solna K.",7,6,2,0,0,0,0,0
"12766","2012-13","Spring","Mathematics",141,45000,"A","INTRO TOPOLOGY","LEC","Xu G.",4,4,5,4,1,0,0,1
"12767","2012-13","Spring","Mathematics",161,45030,"A","MODERN GEOMETRY","LEC","Duong S.",11,25,14,1,0,0,1,0
"12768","2012-13","Spring","Mathematics",180,45070,"A","NUMBER THEORY II","LEC","Davis C.",8,3,1,0,0,0,0,0
"12769","2012-13","Spring","Mathematics",184,45190,"A","HISTORY OF MATH","LEC","Margulies C.",18,26,4,0,0,0,0,0
"12770","2012-13","Spring","Mathematics",184,45195,"A","HIST OF MATH LAB","LAB","Hyde K.",16,0,0,0,0,0,0,0
"12771","2012-13","Spring","Mathematics",189,45200,"A","CATEGORY THEORY","LEC","Weatherall J.",13,3,0,0,0,1,0,0
"12772","2012-13","Spring","Mechanical and Aerospace Engineering",10,19000,"A","INTRO ENGR COMP","LEC","Dabdub D.",34,85,85,12,15,0,0,1
"12773","2012-13","Spring","Mechanical and Aerospace Engineering",52,19010,"A","COMPUTER AIDED DESN","LEC","Noroozi Z.",107,108,22,4,2,1,0,2
"12774","2012-13","Spring","Mechanical and Aerospace Engineering",57,19022,"C","MFG PROCS IN EGR LB","LAB","Heck S.",0,0,0,0,0,10,0,0
"12775","2012-13","Spring","Mechanical and Aerospace Engineering",80,19030,"A","DYNAMICS","LEC","Bishay P.",11,27,40,17,4,0,0,1
"12776","2012-13","Spring","Mechanical and Aerospace Engineering",91,19040,"A","INTRO THERMODYNAMIC","LEC","Rangel R.",21,65,122,31,4,0,0,3
"12777","2012-13","Spring","Mechanical and Aerospace Engineering",118,19100,"A","SUSTAINABLE ENERGY","LEC","Muzio L.",14,6,0,0,0,0,0,0
"12778","2012-13","Spring","Mechanical and Aerospace Engineering",120,19110,"A","HEAT & MASS TRANSFR","LEC","Kebria M.",39,57,67,13,7,0,0,1
"12779","2012-13","Spring","Mechanical and Aerospace Engineering",135,19120,"A","COMPRESSIBLE FLOW","LEC","Papamoschou D.",24,33,21,12,3,0,0,1
"12780","2012-13","Spring","Mechanical and Aerospace Engineering",145,19130,"A","THEORY OF MACHINES","LEC","Mccarthy J.",63,53,27,0,0,0,0,0
"12781","2012-13","Spring","Mechanical and Aerospace Engineering",155,19140,"A","COMP MAT STRUCTURES","LEC","Valdevit L.",7,11,4,1,3,0,0,0
"12782","2012-13","Spring","Mechanical and Aerospace Engineering",159,19150,"A","AIRCRAFT DESIGN","LEC","Liebeck R.",13,8,5,3,9,0,0,1
"12783","2012-13","Spring","Mechanical and Aerospace Engineering",165,19160,"A","ADV MANUFACTURING","LEC","Madou M.",31,8,0,0,0,0,0,0
"12784","2012-13","Spring","Mechanical and Aerospace Engineering",175,19170,"A","DYN/CNTL AERO VEHCL","LEC","Mease K.",16,23,14,2,1,0,0,1
"12785","2012-13","Spring","Mechanical and Aerospace Engineering",188,19180,"A","EGR DESIGN INDUSTRY","LEC","Garman J.",9,6,0,0,0,0,0,0
"12786","2012-13","Spring","Mechanical and Aerospace Engineering",189,19220,"C","UCI SAT III","TUT","Villac B.",12,0,0,0,0,0,0,0
"12787","2012-13","Spring","Mechanical and Aerospace Engineering",189,19265,"M","RACECAR ENGR III","TUT","Mccarthy J.",39,2,0,0,0,0,0,0
"12788","2012-13","Spring","Music",3,4000,"A","INTRO TO MUSIC","LEC","Dessen M.",279,69,23,5,8,5,6,2
"12789","2012-13","Spring","Music",10,4008,"A","PIANO FOR MAJORS","STU","GriffITT Bedelian.",8,4,1,0,0,0,0,0
"12790","2012-13","Spring","Music",15,4012,"B","MUSICIANSHIP III","LEC","Dessen M.",4,9,2,0,1,0,0,0
"12791","2012-13","Spring","Music",16,4020,"A","MUSIC THEORY","LEC","Bauer A.",8,5,10,1,0,0,0,0
"12792","2012-13","Spring","Music",25,4030,"A","MUSIC FUNDAMENTALS","LEC","Tucker S.",21,12,8,6,3,1,3,0
"12793","2012-13","Spring","Music",40,4035,"A","20TH CENTURY MUSIC","LEC","Murata M.",9,12,12,1,1,0,0,0
"12794","2012-13","Spring","Music",68,4106,"A","VOICE I","TUT","Bennett F.",10,0,0,0,0,0,0,0
"12795","2012-13","Spring","Music",132,4155,"A","JAZZ THEORY","LEC","Akagi K.",9,9,1,1,0,0,0,0
"12796","2012-13","Spring","Music",148,4168,"A","SILK ROAD MUSIC","LEC","Umezaki K.",12,5,7,0,0,1,0,0
"12797","2012-13","Spring","Music",160,4190,"A","UNIV ORCHESTRA","STU","Tucker S.",33,0,0,0,0,0,0,0
"12798","2012-13","Spring","Music",161,4195,"A","WIND ENSEMBLE","STU","Mckeown K.",41,0,0,0,0,0,0,0
"12799","2012-13","Spring","Music",162,4208,"D","UNIVERSITY CHORUS","STU","Huszti J.",33,0,0,0,0,0,0,0
"12800","2012-13","Spring","Music",171,4377,"A","CHAMBER SINGERS","STU","Huszti J.",23,0,0,0,0,0,0,0
"12801","2012-13","Spring","Music",176,4420,"A","ENS:CLASSICAL","STU","Parkins M.",43,0,0,0,0,0,0,0
"12802","2012-13","Spring","Music",176,4468,"D","ENS:CREATIVE MUSIC","STU","Mitchell N.",14,0,0,0,0,0,0,1
"12803","2012-13","Spring","Nursing Science",92,88000,"A","COMPASSION HLTHCARE","LEC","Olshansky E.",0,0,0,0,0,57,0,0
"12804","2012-13","Spring","Nursing Science",100,88010,"A","HUMAN ANATOMY","LEC","Evangelista L.",33,9,1,0,0,0,2,0
"12805","2012-13","Spring","Nursing Science",100,88011,"A","HUMAN ANATOMY LAB","LAB","Evangelista L.",35,8,0,0,0,0,2,0
"12806","2012-13","Spring","Nursing Science",120,88020,"A","ADULT HEALTH CARE","LEC","Movius M.",32,13,0,0,0,0,0,3
"12807","2012-13","Spring","Nursing Science",120,88021,"A1","ADULT HLTHCARE PRAC","LAB","Movius M.",35,9,1,0,0,0,0,3
"12808","2012-13","Spring","Nursing Science",140,88040,"A","HUM BEHAV&MNTL HLTH","LEC","Mendez G.",12,32,1,0,0,0,0,3
"12809","2012-13","Spring","Nursing Science",140,88041,"A1","HUM BEH&MTL HTH PRC","LAB","Mendez G.",45,0,0,0,0,0,0,3
"12810","2012-13","Spring","Nursing Science",170,88070,"A","COMMBASED HLTH CARE","LEC","Guo Y.",42,7,0,0,0,0,0,0
"12811","2012-13","Spring","Nursing Science",170,88071,"A1","COMM HLTH CARE PRAC","LAB","Saunders K.",11,0,0,0,0,0,0,0
"12812","2012-13","Spring","Nursing Science",170,88074,"A4","COMM HLTH CARE PRAC","LAB","Saunders K.",11,0,0,0,0,0,0,0
"12813","2012-13","Spring","Nursing Science",170,88075,"A5","COMM HLTH CARE PRAC","LAB","Saunders K.",10,1,0,0,0,0,0,0
"12814","2012-13","Spring","Nursing Science",175,88089,"A5","CLIN PRECEPTRSHP II","LAB","Saunders K.",9,1,0,0,0,0,0,0
"12815","2012-13","Spring","Nursing Science",179,88270,"A","SCHLRY CONCNTRTN II","RES","Rousseau J.",32,18,0,0,0,0,0,0
"12816","2012-13","Spring","Persian",1,29960,"A","FUNDAMENTALS","LEC","Kian S.",13,2,0,0,0,0,0,0
"12817","2012-13","Spring","Persian",2,29970,"A","INTERMEDIATE","LEC","Kian S.",7,3,0,0,0,1,0,0
"12818","2012-13","Spring","Persian",50,29985,"A","IRANIAN FILM&FICTN","LEC","Kian S.",35,0,0,0,0,1,0,0
"12819","2012-13","Spring","Pharmaceutical Sciences",1,88510,"A","INTRO TO PHARM SCI","LEC","Yang S.",0,0,0,0,0,73,0,0
"12820","2012-13","Spring","Pharmaceutical Sciences",90,88515,"A","SPEAKING SCIENCE","LEC","Schriner S.",38,3,0,0,0,0,0,0
"12821","2012-13","Spring","Pharmaceutical Sciences",170,88520,"A","MOLECULAR PHARM II","LEC","Plon L.",59,51,25,2,0,2,0,0
"12822","2012-13","Spring","Pharmaceutical Sciences",173,88550,"A","PHARMACOTHERAPY","LEC","Plon L.",47,48,31,5,0,0,0,0
"12823","2012-13","Spring","Pharmaceutical Sciences",176,88570,"A","ETHICS CONDUCT RES","LEC","Chamberlin A.",45,36,0,0,0,0,0,0
"12824","2012-13","Spring","Philosophy",1,30000,"A","INTRO TO PHILOSOPHY","LEC","Bernecker S.",74,119,45,10,1,31,10,4
"12825","2012-13","Spring","Philosophy",4,30020,"A","INTRO TO ETHICS","LEC","James A.",30,131,39,3,10,21,1,3
"12826","2012-13","Spring","Philosophy",5,30040,"A","CONTEMP MORAL PRBLM","LEC","Dressel A.",55,58,31,6,7,2,4,3
"12827","2012-13","Spring","Philosophy",12,30070,"A","HIST MODERN PHILOS","LEC","Greenberg S.",17,20,14,0,4,1,1,0
"12828","2012-13","Spring","Philosophy",30,30090,"A","INTR SYMBOLIC LOGIC","LEC","Walsh S.",29,28,14,3,2,0,0,1
"12829","2012-13","Spring","Philosophy",31,30110,"A","INTRO INDUCT LOGIC","LEC","Huttegger S.",10,5,3,1,0,1,0,0
"12830","2012-13","Spring","Philosophy",102,30120,"A","INTRO TO KNOWLEDGE","LEC","Bernecker S.",25,21,6,2,0,1,0,1
"12831","2012-13","Spring","Philosophy",115,30139,"A","HIST OF ANAYLTIC II","LEC","Heis J.",4,5,4,0,1,0,0,0
"12832","2012-13","Spring","Philosophy",120,30140,"A","METAPHYSICS","LEC","Fiocco M.",8,14,5,0,3,0,0,0
"12833","2012-13","Spring","Philosophy",130,30150,"A","SOCIAL POLITCL PHIL","LEC","James A.",6,22,6,0,2,0,0,1
"12834","2012-13","Spring","Philosophy",144,30210,"B","PHIL OF ECONOMICS","LEC","Huttegger S.",11,0,0,0,0,1,0,0
"12835","2012-13","Spring","Physical Sciences",139,49210,"B","TECHNICAL WRITING","LEC","Daly A.",16,15,0,1,0,3,0,0
"12836","2012-13","Spring","Physics",3,47000,"A","BASIC PHYSICS I","LEC","Dennin M.",65,123,80,14,5,2,2,1
"12837","2012-13","Spring","Physics",3,47030,"A","BASIC PHYSICS II","LEC","Guerra A.",68,106,71,40,3,0,0,4
"12838","2012-13","Spring","Physics",3,47061,"1","BASIC PHYSIC LAB II","LAB","Eaton J.",5,14,3,0,0,0,0,0
"12839","2012-13","Spring","Physics",3,47063,"3","BASIC PHYSIC LAB II","LAB","Eaton J.",6,14,1,0,0,0,0,1
"12840","2012-13","Spring","Physics",3,47065,"5","BASIC PHYSIC LAB II","LAB","Eaton J.",6,13,3,0,0,0,0,0
"12841","2012-13","Spring","Physics",3,47067,"7","BASIC PHYSIC LAB II","LAB","Eaton J.",8,10,4,0,0,0,0,0
"12842","2012-13","Spring","Physics",3,47068,"8","BASIC PHYSIC LAB II","LAB","Eaton J.",7,11,2,0,0,0,0,0
"12843","2012-13","Spring","Physics",3,47069,"9","BASIC PHYSIC LAB II","LAB","Eaton J.",7,10,3,0,0,0,0,0
"12844","2012-13","Spring","Physics",3,47071,"11","BASIC PHYSIC LAB II","LAB","Eaton J.",6,10,4,0,0,0,0,0
"12845","2012-13","Spring","Physics",3,47073,"13","BASIC PHYSIC LAB II","LAB","Eaton J.",5,11,5,0,0,0,0,0
"12846","2012-13","Spring","Physics",3,47075,"15","BASIC PHYSIC LAB II","LAB","Eaton J.",5,16,1,0,0,0,0,0
"12847","2012-13","Spring","Physics",3,47077,"17","BASIC PHYSIC LAB II","LAB","Eaton J.",1,14,4,0,0,0,0,0
"12848","2012-13","Spring","Physics",3,47079,"19","BASIC PHYSIC LAB II","LAB","Eaton J.",6,10,3,0,1,0,0,1
"12849","2012-13","Spring","Physics",3,47081,"21","BASIC PHYSIC LAB II","LAB","Eaton J.",6,12,2,0,0,0,0,0
"12850","2012-13","Spring","Physics",3,47083,"23","BASIC PHYSIC LAB II","LAB","Eaton J.",11,11,0,0,0,0,0,0
"12851","2012-13","Spring","Physics",3,47085,"25","BASIC PHYSIC LAB II","LAB","Eaton J.",7,8,3,0,0,0,0,0
"12852","2012-13","Spring","Physics",3,47120,"A","BASIC PHYSICS III","LEC","Kaplinghat M.",81,96,70,24,2,0,0,0
"12853","2012-13","Spring","Physics",3,47140,"B","BASIC PHYSICS III","LEC","Casper D.",35,55,53,23,5,0,1,0
"12854","2012-13","Spring","Physics",3,47181,"1","BAS PHYSICS LAB III","LAB","Siwy Z.",9,10,2,0,0,0,0,0
"12855","2012-13","Spring","Physics",3,47182,"2","BAS PHYSICS LAB III","LAB","Siwy Z.",11,10,0,0,0,0,0,0
"12856","2012-13","Spring","Physics",3,47183,"3","BAS PHYSICS LAB III","LAB","Siwy Z.",9,11,2,0,0,0,0,0
"12857","2012-13","Spring","Physics",3,47184,"4","BAS PHYSICS LAB III","LAB","Siwy Z.",9,12,1,0,0,0,0,0
"12858","2012-13","Spring","Physics",3,47185,"5","BAS PHYSICS LAB III","LAB","Siwy Z.",10,11,1,0,0,0,0,0
"12859","2012-13","Spring","Physics",3,47186,"6","BAS PHYSICS LAB III","LAB","Siwy Z.",10,12,0,0,0,0,0,0
"12860","2012-13","Spring","Physics",3,47187,"7","BAS PHYSICS LAB III","LAB","Siwy Z.",10,10,2,0,0,0,0,0
"12861","2012-13","Spring","Physics",3,47188,"8","BAS PHYSICS LAB III","LAB","Siwy Z.",10,9,2,0,0,0,0,0
"12862","2012-13","Spring","Physics",3,47189,"9","BAS PHYSICS LAB III","LAB","Siwy Z.",10,12,0,0,0,0,0,0
"12863","2012-13","Spring","Physics",3,47190,"10","BAS PHYSICS LAB III","LAB","Siwy Z.",11,8,2,0,0,0,0,0
"12864","2012-13","Spring","Physics",3,47191,"11","BAS PHYSICS LAB III","LAB","Siwy Z.",9,11,1,0,0,0,0,0
"12865","2012-13","Spring","Physics",3,47192,"12","BAS PHYSICS LAB III","LAB","Siwy Z.",10,10,2,0,0,0,0,0
"12866","2012-13","Spring","Physics",3,47193,"13","BAS PHYSICS LAB III","LAB","Siwy Z.",10,11,1,0,0,0,0,0
"12867","2012-13","Spring","Physics",3,47194,"14","BAS PHYSICS LAB III","LAB","Siwy Z.",9,10,2,0,0,0,0,0
"12868","2012-13","Spring","Physics",3,47195,"15","BAS PHYSICS LAB III","LAB","Siwy Z.",8,8,2,0,0,0,0,0
"12869","2012-13","Spring","Physics",7,47200,"A","CLASSICAL PHYSICS","LEC","Abachi S.",61,72,96,14,0,0,1,2
"12870","2012-13","Spring","Physics",7,47221,"1","CLASS PHYSICS LAB","LAB","Abachi S.",22,1,2,0,1,0,0,1
"12871","2012-13","Spring","Physics",7,47222,"2","CLASS PHYSICS LAB","LAB","Abachi S.",25,3,0,0,0,0,0,0
"12872","2012-13","Spring","Physics",7,47223,"3","CLASS PHYSICS LAB","LAB","Abachi S.",25,1,0,1,0,0,0,0
"12873","2012-13","Spring","Physics",7,47224,"4","CLASS PHYSICS LAB","LAB","Abachi S.",30,1,0,1,0,0,0,0
"12874","2012-13","Spring","Physics",7,47225,"5","CLASS PHYSICS LAB","LAB","Abachi S.",21,4,0,0,0,0,0,0
"12875","2012-13","Spring","Physics",7,47226,"6","CLASS PHYSICS LAB","LAB","Abachi S.",9,0,2,0,0,0,0,0
"12876","2012-13","Spring","Physics",7,47228,"8","CLASS PHYSICS LAB","LAB","Abachi S.",19,2,1,0,0,0,0,1
"12877","2012-13","Spring","Physics",7,47229,"9","CLASS PHYSICS LAB","LAB","Abachi S.",25,4,1,1,0,0,0,0
"12878","2012-13","Spring","Physics",7,47240,"A","CLASSICAL PHYSICS","LEC","Parker W.",6,7,7,2,0,0,0,0
"12879","2012-13","Spring","Physics",7,47250,"B","CLASSICAL PHYSICS","LEC","Mcwilliams R.",32,56,68,13,6,0,0,1
"12880","2012-13","Spring","Physics",7,47270,"C","CLASSICAL PHYSICS","LEC","Barwick S.",68,99,91,10,28,0,0,0
"12881","2012-13","Spring","Physics",7,47291,"1","CLASS PHYSICS LAB","LAB","Murgia S.",4,23,5,1,0,0,0,0
"12882","2012-13","Spring","Physics",7,47292,"2","CLASS PHYSICS LAB","LAB","Murgia S.",4,19,9,0,0,0,0,0
"12883","2012-13","Spring","Physics",7,47293,"3","CLASS PHYSICS LAB","LAB","Murgia S.",2,20,6,0,0,0,0,0
"12884","2012-13","Spring","Physics",7,47294,"4","CLASS PHYSICS LAB","LAB","Murgia S.",0,20,5,0,0,0,0,0
"12885","2012-13","Spring","Physics",7,47295,"5","CLASS PHYSICS LAB","LAB","Murgia S.",0,7,2,1,1,0,0,0
"12886","2012-13","Spring","Physics",7,47296,"6","CLASS PHYSICS LAB","LAB","Murgia S.",0,15,17,0,0,0,0,0
"12887","2012-13","Spring","Physics",7,47297,"7","CLASS PHYSICS LAB","LAB","Murgia S.",1,15,2,0,0,0,0,0
"12888","2012-13","Spring","Physics",7,47298,"8","CLASS PHYSICS LAB","LAB","Murgia S.",2,22,8,0,0,0,0,0
"12889","2012-13","Spring","Physics",7,47299,"9","CLASS PHYSICS LAB","LAB","Murgia S.",2,16,8,0,1,0,0,0
"12890","2012-13","Spring","Physics",7,47300,"10","CLASS PHYSICS LAB","LAB","Murgia S.",5,11,7,0,0,0,0,0
"12891","2012-13","Spring","Physics",7,47301,"11","CLASS PHYSICS LAB","LAB","Murgia S.",0,24,8,0,1,0,0,0
"12892","2012-13","Spring","Physics",7,47302,"12","CLASS PHYSICS LAB","LAB","Murgia S.",5,20,7,0,0,0,0,0
"12893","2012-13","Spring","Physics",7,47303,"13","CLASS PHYSICS LAB","LAB","Murgia S.",2,18,8,1,0,0,0,0
"12894","2012-13","Spring","Physics",7,47304,"14","CLASS PHYSICS LAB","LAB","Murgia S.",1,16,2,0,0,0,0,0
"12895","2012-13","Spring","Physics",7,47306,"16","CLASS PHYSICS LAB","LAB","Murgia S.",1,24,7,1,0,0,0,0
"12896","2012-13","Spring","Physics",7,47307,"17","CLASS PHYSICS LAB","LAB","Murgia S.",3,23,3,2,0,0,0,0
"12897","2012-13","Spring","Physics",7,47308,"18","CLASS PHYSICS LAB","LAB","Murgia S.",5,20,4,0,0,0,0,1
"12898","2012-13","Spring","Physics",7,47320,"A","CLASSICAL PHYSICS","LEC","Collins P.",36,77,65,8,6,0,2,1
"12899","2012-13","Spring","Physics",14,47327,"A","PHYS ENERGY&ENVIRON","LEC","Abazajian K.",7,21,7,2,2,7,0,0
"12900","2012-13","Spring","Physics",15,47430,"A","PHYSICS OF MUSIC","LEC","Trimble V.",18,13,11,3,0,6,1,0
"12901","2012-13","Spring","Physics",20,47450,"A","COSMOLOGY","LEC","Cooper M.",26,34,11,0,0,3,0,0
"12902","2012-13","Spring","Physics",50,47480,"A","MATH METHODS","LEC","Heidbrink W.",12,9,2,0,0,0,0,0
"12903","2012-13","Spring","Physics",51,47490,"A","MODERN PHYSICS","LEC","Hamber H.",14,13,11,1,1,0,0,0
"12904","2012-13","Spring","Physics",52,47501,"1","FUND OF EXP PHYSICS","LAB","Casper D.",2,4,5,1,0,0,0,0
"12905","2012-13","Spring","Physics",52,47504,"4","FUND OF EXP PHYSICS","LAB","Casper D.",6,8,4,0,0,0,0,0
"12906","2012-13","Spring","Physics",52,47505,"5","FUND OF EXP PHYSICS","LAB","Casper D.",1,5,4,1,0,0,0,0
"12907","2012-13","Spring","Physics",53,47510,"A","INTRO C & NUM ANALY","LEC","Taffard A.",7,12,5,0,0,1,0,3
"12908","2012-13","Spring","Physics",112,47585,"A","ELECTROMAG THEORY","LEC","Shirman Y.",7,10,3,3,1,0,0,1
"12909","2012-13","Spring","Physics",113,47605,"A","QUANTUM PHYSICS","LEC","Ho W.",7,14,7,0,0,0,0,1
"12910","2012-13","Spring","Physics",133,47675,"A","INTRO COND MAT PHYS","LEC","Xia J.",7,2,0,1,0,0,0,0
"12911","2012-13","Spring","Physics",144,47685,"A","STELLAR ASTROPHYSIC","LEC","Buote D.",4,5,5,0,0,0,0,0
"12912","2012-13","Spring","Physics",147,47700,"A","MED TECHNIQUES II","LEC","Gulsen G.",21,21,4,1,0,0,0,0
"12913","2012-13","Spring","Planning Policy and Design",4,54000,"A","INTRO URBAN STUDIES","LEC","Torres R.",41,72,37,1,0,2,2,0
"12914","2012-13","Spring","Planning Policy and Design",100,54005,"A","INTL DIVIDED CITIES","LEC","Bollens S.",15,14,4,2,0,1,2,0
"12915","2012-13","Spring","Planning Policy and Design",103,54030,"A","COMP URBANIZATION","LEC","Pipkin S.",9,6,0,0,2,0,1,0
"12916","2012-13","Spring","Planning Policy and Design",105,54040,"A","CALIF POPULATION","LEC","Chew K.",26,33,5,1,1,2,0,0
"12917","2012-13","Spring","Planning Policy and Design",107,54055,"A","URBAN&REGIONL PLAN","LEC","Houston J.",28,7,1,0,1,2,0,0
"12918","2012-13","Spring","Planning Policy and Design",113,54075,"A","POVERTY DEV COUNTRY","LEC","Sarmiento C.",6,28,8,0,0,1,0,0
"12919","2012-13","Spring","Planning Policy and Design",132,54140,"A","SUSTAINABILITY II","LEC","Matthew R.",84,16,4,1,0,1,0,0
"12920","2012-13","Spring","Planning Policy and Design",151,54195,"A","ENVIRONMENTAL PSYCH","LEC","Stokols D.",13,22,7,2,0,1,0,0
"12921","2012-13","Spring","Planning Policy and Design",169,54250,"A","PUBLIC POLICY ANALY","LEC","Lowerson V.",17,24,5,0,1,1,0,0
"12922","2012-13","Spring","Political Science",6,67000,"A","INTRO POL SCI:ANLYS","LEC","Danziger J.",62,191,15,0,0,6,0,6
"12923","2012-13","Spring","Political Science",21,67030,"A","INTRO AMERICAN GOVT","LEC","Wattenberg M.",68,118,51,13,3,39,10,1
"12924","2012-13","Spring","Political Science",31,67050,"A","INTRO POLITCAL THRY","LEC","Olson K.",3,39,42,3,0,1,0,0
"12925","2012-13","Spring","Political Science",41,67070,"A","INTRO INTL RELATNS","LEC","Sadiq K.",24,37,7,3,1,0,0,0
"12926","2012-13","Spring","Political Science",51,67090,"A","POLITCS AROUND WRLD","LEC","Mcgann A.",24,23,7,2,2,5,0,0
"12927","2012-13","Spring","Political Science",61,67100,"A","INTRO RACE&ETHNICTY","LEC","Kim C.",33,35,1,1,0,8,0,0
"12928","2012-13","Spring","Political Science",71,67110,"A","INTRODUCTION TO LAW","LEC","Kapiszewski D.",14,24,5,1,2,0,0,0
"12929","2012-13","Spring","Political Science",121,67130,"A","AMERICAN PRESIDENCY","LEC","Schwarz C.",13,38,7,0,1,0,0,1
"12930","2012-13","Spring","Political Science",121,67150,"A","PUBLIC POLICY ANALY","LEC","Lowerson V.",2,10,4,1,1,0,0,0
"12931","2012-13","Spring","Political Science",124,67170,"A","AFRICAN AMER POLTCS","LEC","Tate K.",34,20,1,0,1,1,0,0
"12932","2012-13","Spring","Political Science",129,67190,"A","U.S. IN COMPARISON","LEC","Dalton R.",14,24,2,0,0,0,0,0
"12933","2012-13","Spring","Political Science",129,67210,"B","SCANDAL IN U.S. POL","LEC","Smith C.",81,100,28,10,5,0,2,0
"12934","2012-13","Spring","Political Science",130,67250,"A","GAME THRY&POLTCS II","LEC","Kaminski M.",14,3,3,0,0,1,0,0
"12935","2012-13","Spring","Political Science",131,67270,"A","20TH CENTURY THEORY","LEC","Olson K.",3,15,1,0,0,0,0,0
"12936","2012-13","Spring","Political Science",137,67320,"A","POLITICAL PSYCH","LEC","Rosenberg S.",8,14,1,0,1,1,0,0
